KG_mM,alpha,trial,mean_score,score_se,rejected,valid_fit
7.8,0.19,55,-1.4303012204566548,0.05583842078706148,0,1
7.8,0.19,56,-1.4195015886225444,0.03144000178521181,0,1
7.8,0.19,57,-1.4586117373009513,0.03251347099005997,0,1
7.8,0.19,58,-1.3938666542101181,0.02812800647917843,0,1
7.8,0.19,59,-1.4253239963567528,0.02394931783954002,0,1
7.8,0.19,60,-1.4348288491926513,0.03536012996248199,0,1
7.8,0.19,61,-1.389037197562823,0.03623073696510694,0,1
7.8,0.19,62,-1.4543991534995513,0.037863927354671555,0,1
7.8,0.19,63,-1.4304379739406548,0.028937668517367864,0,1
7.8,0.19,64,-1.3923862067290507,0.022750828198798867,0,1
7.8,0.19,65,-1.3855118770978616,0.034381368938896276,0,1
7.8,0.19,66,-1.4851150485826194,0.05890675470604028,0,1
7.8,0.19,67,-1.3840319168661883,0.023627689271113313,0,1
7.8,0.19,68,-1.4156974756418639,0.02543321907989666,0,1
7.8,0.19,69,-1.3991610801516665,0.040389096464249326,0,1
7.8,0.19,70,-1.4769660189872433,0.02639729738614236,0,1
7.8,0.19,71,-1.3950384512456853,0.04399274161054715,0,1
7.8,0.19,72,-1.4794323449858648,0.06244663756766325,0,1
7.8,0.19,73,-1.4268775547672337,0.02846298795342687,0,1
7.8,0.19,74,-1.4123893646353944,0.05223483869980872,0,1
7.8,0.19,75,-1.3734545621933552,0.03450042708776811,0,1
7.8,0.19,76,-1.413629847484817,0.030416570087912383,0,1
7.8,0.19,77,-1.4491810042768865,0.04302486578036194,0,1
7.8,0.19,78,-1.3921430390243539,0.042162975687369944,0,1
7.8,0.19,79,-1.3894151001918735,0.04984574380442635,0,1
7.8,0.19,80,-1.4542176712363193,0.05233459809255204,0,1
7.8,0.19,81,-1.4248789586052943,0.03951478041382179,0,1
7.8,0.19,82,-1.4028950092038333,0.04803303387334241,0,1
7.8,0.19,83,-1.3910614521717084,0.03283625154137892,0,1
7.8,0.19,84,-1.4673593749710174,0.04148872138569829,0,1
7.8,0.19,85,-1.375588407453171,0.032131047891925654,0,1
7.8,0.19,86,-1.4230198475498343,0.02439309400846265,0,1
7.8,0.19,87,-1.3838402539922354,0.04449034018222768,0,1
7.8,0.19,88,-1.39978690137426,0.025701171711384366,0,1
7.8,0.19,89,-1.441272731144478,0.05272447339052251,0,1
7.8,0.19,90,-1.4473493263226285,0.04187682947241228,0,1
7.8,0.19,91,-1.3795296629848528,0.01724568207170089,0,1
7.8,0.19,92,-1.4096770385166182,0.029924197347207603,0,1
7.8,0.19,93,-1.415376381383566,0.035394357464599145,0,1
7.8,0.19,94,-1.4360836257632519,0.0368093215743966,0,1
7.8,0.19,95,-1.4358070790038937,0.050006065330932215,0,1
7.8,0.19,96,-1.4580915192339763,0.04983532062142069,0,1
7.8,0.19,97,-1.368635124944409,0.029383659587028748,0,1
7.8,0.19,98,-1.3853618634287765,0.018531661793922054,0,1
7.8,0.19,99,-1.4900206670661904,0.03150385542847315,0,1
7.8,0.2,0,-1.3916365587024608,0.04020818182091977,0,1
7.8,0.2,1,-1.3687921980832525,0.0259353353078268,0,1
7.8,0.2,2,-1.39049900037372,0.03262162585155403,0,1
7.8,0.2,3,-1.396668350021047,0.034366273836647025,0,1
7.8,0.2,4,-1.4126506491789692,0.042609559942849595,0,1
7.8,0.2,5,-1.4118186218696298,0.04009810186064276,0,1
7.8,0.2,6,-1.3986230419450931,0.03548451000263155,0,1
7.8,0.2,7,-1.4660005429952454,0.03243507118297964,0,1
7.8,0.2,8,-1.3468861362127167,0.03602298368683226,0,1
7.8,0.2,9,-1.332243356231964,0.03276739343676063,0,1
7.8,0.2,10,-1.4123994458650766,0.04388876934121188,0,1
7.8,0.2,11,-1.3665212222352883,0.0403366579421249,0,1
7.8,0.2,12,-1.35027728950113,0.028098427306453136,0,1
7.8,0.2,13,-1.4695948580102551,0.033160792922006285,0,1
7.8,0.2,14,-1.3220968285463879,0.0302644106749971,0,1
7.8,0.2,15,-1.346383358097773,0.032811732766149786,0,1
7.8,0.2,16,-1.3706396536163765,0.023170972246153936,0,1
7.8,0.2,17,-1.3474787499186491,0.03023439229474519,0,1
7.8,0.2,18,-1.4452405716155847,0.04210322696025268,0,1
7.8,0.2,19,-1.345981530978091,0.028469470147570775,0,1
7.8,0.2,20,-1.3271903934645533,0.01711381201951076,0,1
7.8,0.2,21,-1.3843938045542714,0.038684162128253395,0,1
7.8,0.2,22,-1.4496047764170137,0.03122446293405201,0,1
7.8,0.2,23,-1.3629410825211759,0.02536491208729466,0,1
7.8,0.2,24,-1.342893287708823,0.024631035159281497,0,1
7.8,0.2,25,-1.392537287348193,0.04097645138683251,0,1
7.8,0.2,26,-1.337024182123229,0.03570869696431811,0,1
7.8,0.2,27,-1.36605373377558,0.023940772627761835,0,1
7.8,0.2,28,-1.4258198844125234,0.025758398757744088,0,1
7.8,0.2,29,-1.4024788672552067,0.02703615915422716,0,1
7.8,0.2,30,-1.4057716170114787,0.038377793700887064,0,1
7.8,0.2,31,-1.402105967784125,0.04165808836355877,0,1
7.8,0.2,32,-1.4049340789503058,0.02722211756698388,0,1
7.8,0.2,33,-1.3173036721450255,0.02044680455419559,0,1
7.8,0.2,34,-1.3270090135264063,0.042431072381982085,0,1
7.8,0.2,35,-1.417124050500969,0.04077453288773711,0,1
7.8,0.2,36,-1.4047086942887117,0.04562237009271854,0,1
7.8,0.2,37,-1.339008352972162,0.03442645903060077,0,1
7.8,0.2,38,-1.3827215691697292,0.037196106217946064,0,1
7.8,0.2,39,-1.4267015066947821,0.027998619465297123,0,1
7.8,0.2,40,-1.4210761718436262,0.0446018333235515,0,1
7.8,0.2,41,-1.3787653021795816,0.04200919851117729,0,1
7.8,0.2,42,-1.4196188191604846,0.026103608233413816,0,1
7.8,0.2,43,-1.3346030724800304,0.0322934458774207,0,1
7.8,0.2,44,-1.3828614554046745,0.02444792141342081,0,1
7.8,0.2,45,-1.4282567961465735,0.033498532823483716,0,1
7.8,0.2,46,-1.3332753079429924,0.019013252423668428,0,1
7.8,0.2,47,-1.3487281541464382,0.032300785222881635,0,1
7.8,0.2,48,-1.4100304070988783,0.018867381946778443,0,1
7.8,0.2,49,-1.3949469584401437,0.02643899390531805,0,1
7.8,0.2,50,-1.3852345120526424,0.019370700946373904,0,1
7.8,0.2,51,-1.378389720897683,0.02785237668793999,0,1
7.8,0.2,52,-1.3849890483940843,0.02861554900895351,0,1
7.8,0.2,53,-1.4209070026619464,0.03220757824961381,0,1
7.8,0.2,54,-1.347921023555024,0.026747388293214477,0,1
7.8,0.2,55,-1.3495942054862655,0.027098387968107936,0,1
7.8,0.2,56,-1.3981266656816962,0.040104090382577146,0,1
7.8,0.2,57,-1.3709087386557883,0.025711712494063975,0,1
7.8,0.2,58,-1.3962362781617172,0.03405765274820157,0,1
7.8,0.2,59,-1.3659549010851053,0.023735582428970954,0,1
7.8,0.2,60,-1.4131826202719715,0.03645496334227952,0,1
7.8,0.2,61,-1.3546264594547963,0.05116600009324459,0,1
7.8,0.2,62,-1.3963984610130602,0.0437877860320679,0,1
7.8,0.2,63,-1.3298201214045138,0.01918695751237549,0,1
7.8,0.2,64,-1.3420052435059406,0.03462170050808723,0,1
7.8,0.2,65,-1.3515108244136496,0.012781166420290101,0,1
7.8,0.2,66,-1.365353058962978,0.01512999194845653,0,1
7.8,0.2,67,-1.3438071334589001,0.029225449628218526,0,1
7.8,0.2,68,-1.4236786503679926,0.024140591469181377,0,1
7.8,0.2,69,-1.417895293439087,0.02604834786017826,0,1
7.8,0.2,70,-1.4272331552379471,0.047064971180371486,0,1
7.8,0.2,71,-1.3774470379392776,0.025495743668019523,0,1
7.8,0.2,72,-1.3922468603537652,0.03427890555704216,0,1
7.8,0.2,73,-1.3855115923060417,0.03851264365182514,0,1
7.8,0.2,74,-1.3699402620939278,0.029759036461690813,0,1
7.8,0.2,75,-1.4126593848977647,0.05162374090388929,0,1
7.8,0.2,76,-1.3426654011480559,0.03343098635534725,0,1
7.8,0.2,77,-1.3480143285648822,0.030013569861035268,0,1
7.8,0.2,78,-1.3926138522332558,0.023927282293852006,0,1
7.8,0.2,79,-1.3201073698905117,0.023224299967446523,0,1
7.8,0.2,80,-1.393220358577725,0.024865318705386465,0,1
7.8,0.2,81,-1.3998357859797794,0.032163895280712125,0,1
7.8,0.2,82,-1.3373841788314174,0.029116600278042106,0,1
7.8,0.2,83,-1.3571853488828491,0.023062040729815415,0,1
7.8,0.2,84,-1.3424712847062632,0.04376180810809391,0,1
7.8,0.2,85,-1.430221352732431,0.02509513248932145,0,1
7.8,0.2,86,-1.3723308966121408,0.034950215949079586,0,1
7.8,0.2,87,-1.3817877568385988,0.04465112015511263,0,1
7.8,0.2,88,-1.4367916948747632,0.024755945673001444,0,1
7.8,0.2,89,-1.3472931640606827,0.027305542967976944,0,1
7.8,0.2,90,-1.351537661716884,0.018444644327533823,0,1
7.8,0.2,91,-1.3580505566468677,0.04208543428362113,0,1
7.8,0.2,92,-1.3985466383689968,0.048592802600356054,0,1
7.8,0.2,93,-1.4152823105669787,0.029249774471995185,0,1
7.8,0.2,94,-1.3217855136801147,0.035704799390840716,0,1
7.8,0.2,95,-1.3419663711104906,0.03930275142106804,0,1
7.8,0.2,96,-1.443643713416928,0.035312082916837566,0,1
7.8,0.2,97,-1.423326545778734,0.018480711865465783,0,1
7.8,0.2,98,-1.410736151220062,0.030757085244453638,0,1
7.8,0.2,99,-1.3385073045721656,0.012982512480923162,0,1
7.8,0.22,0,-1.331188735423481,0.04005596724539596,0,1
7.8,0.22,1,-1.3369559743227666,0.03290293213524569,0,1
7.8,0.22,2,-1.2780335146234085,0.02644909543756758,1,1
7.8,0.22,3,-1.2995235952780222,0.037271725207184296,0,1
7.8,0.22,4,-1.2909818320013295,0.0181356024515101,1,1
7.8,0.22,5,-1.27197327502886,0.044226532951823064,0,1
7.8,0.22,6,-1.249511469058308,0.019629208870375073,1,1
7.8,0.22,7,-1.2795948727164381,0.030340858100597303,1,1
7.8,0.22,8,-1.2499924292718885,0.02866200035465421,1,1
7.8,0.22,9,-1.3031187294280437,0.03790415933696936,0,1
7.8,0.22,10,-1.2736333120901313,0.021298100696853076,1,1
7.8,0.22,11,-1.2990108329973094,0.01977194624558495,1,1
7.8,0.22,12,-1.340080514625237,0.034612844360599485,0,1
7.8,0.22,13,-1.3221040014705292,0.025143433706218986,0,1
7.8,0.22,14,-1.275291759888547,0.03938090416138003,0,1
7.8,0.22,15,-1.3016375494071877,0.02873023209332068,0,1
7.8,0.22,16,-1.3286742905158948,0.03178508615415979,0,1
7.8,0.22,17,-1.2623503460521666,0.040171313309665155,1,1
7.8,0.22,18,-1.2754357153732214,0.02010805237153044,1,1
7.8,0.22,19,-1.2255192137289006,0.03341437475320981,1,1
7.8,0.22,20,-1.2696744182979145,0.037453042570495754,1,1
7.8,0.22,21,-1.238101124323908,0.027992646563999097,1,1
7.8,0.22,22,-1.263763176452164,0.03233070792580489,1,1
7.8,0.22,23,-1.2941233372787604,0.025566717463601122,0,1
7.8,0.22,24,-1.3651960620157948,0.04987162044141932,0,1
7.8,0.22,25,-1.3389973384485792,0.03634188085818048,0,1
7.8,0.22,26,-1.248709863389639,0.028852729119542984,1,1
7.8,0.22,27,-1.2505534528403675,0.03052205784752952,1,1
7.8,0.22,28,-1.2704017386686277,0.021354017309623722,1,1
7.8,0.22,29,-1.2895132004886012,0.027048232745505496,1,1
7.8,0.22,30,-1.2544226710997854,0.026875071535287207,1,1
7.8,0.22,31,-1.2914914435251625,0.03310331293040869,0,1
7.8,0.22,32,-1.2667108278829207,0.024264420746328588,1,1
7.8,0.22,33,-1.3544748409758816,0.03725754974784979,0,1
7.8,0.22,34,-1.2962847479732806,0.03526918382714466,0,1
7.8,0.22,35,-1.221112470535739,0.031721319844782006,1,1
7.8,0.22,36,-1.2530105780508247,0.019552273566228382,1,1
7.8,0.22,37,-1.2560695790566372,0.030127681783159315,1,1
7.8,0.22,38,-1.2990491535175304,0.0277658765850078,0,1
7.8,0.22,39,-1.2475942544024905,0.016821368447159785,1,1
7.8,0.22,40,-1.3157975762113425,0.020257108646780077,0,1
7.8,0.22,41,-1.2774458386518739,0.02593310696625251,1,1
7.8,0.22,42,-1.269191163464584,0.02873537912093111,1,1
7.8,0.22,43,-1.2819820615150856,0.048571826349023885,0,1
7.8,0.22,44,-1.3186230018944456,0.031607961055340326,0,1
7.8,0.22,45,-1.315235452664215,0.0336023645227612,0,1
7.8,0.22,46,-1.2995067997683907,0.027456610976794176,0,1
7.8,0.22,47,-1.2929085969983614,0.024801874422506698,1,1
7.8,0.22,48,-1.2776006670126383,0.03762025264372992,0,1
7.8,0.22,49,-1.3449417823442167,0.03174497774535279,0,1
7.8,0.22,50,-1.3107874435386266,0.03802883017051134,0,1
7.8,0.22,51,-1.2671811988461863,0.03005829810490863,1,1
7.8,0.22,52,-1.2473024710073892,0.0327204590097221,1,1
7.8,0.22,53,-1.317693090875514,0.04040018806540227,0,1
7.8,0.22,54,-1.2629910299474036,0.029744124001377367,1,1
7.8,0.22,55,-1.3011165038044634,0.027849438989365524,0,1
7.8,0.22,56,-1.256536520230402,0.025147985911351402,1,1
7.8,0.22,57,-1.3064127684179971,0.026930214405910143,0,1
7.8,0.22,58,-1.359988830226186,0.035635970334036704,0,1
7.8,0.22,59,-1.3034658745638412,0.04111616045842298,0,1
7.8,0.22,60,-1.2537549511891575,0.03158121152639969,1,1
7.8,0.22,61,-1.3082139653019795,0.04734747376044671,0,1
7.8,0.22,62,-1.3043068394009714,0.03228285023366462,0,1
7.8,0.22,63,-1.285406609663402,0.03332698217675678,0,1
7.8,0.22,64,-1.2749668233834632,0.03748145334331018,0,1
7.8,0.22,65,-1.2705637254666136,0.028766180382340828,1,1
7.8,0.22,66,-1.302714765821666,0.02084153947724647,0,1
7.8,0.22,67,-1.2982588330921432,0.03492412317935913,0,1
7.8,0.22,68,-1.3105937292885583,0.025831016525295732,0,1
7.8,0.22,69,-1.3081565573155538,0.03970405924103466,0,1
7.8,0.22,70,-1.3823520871350068,0.0346431548099585,0,1
7.8,0.22,71,-1.246003228002294,0.0225467899918234,1,1
7.8,0.22,72,-1.3405199271057697,0.03869887638007541,0,1
7.8,0.22,73,-1.3145541600221138,0.033026793414221205,0,1
7.8,0.22,74,-1.3060044921341354,0.03501042075198258,0,1
7.8,0.22,75,-1.323395915301993,0.02987090024916621,0,1
7.8,0.22,76,-1.2925438372748264,0.020423030250143782,1,1
7.8,0.22,77,-1.315949283829661,0.045321681508057605,0,1
7.8,0.22,78,-1.2480261061042117,0.026757945666140412,1,1
7.8,0.22,79,-1.2870153757325862,0.024161579287235304,1,1
7.8,0.22,80,-1.2938817576356385,0.03276320914749638,0,1
7.8,0.22,81,-1.3168238583414758,0.018847725247930047,0,1
7.8,0.22,82,-1.256712366939313,0.01397871250731595,1,1
7.8,0.22,83,-1.2751672767010516,0.03295559560102621,1,1
7.8,0.22,84,-1.273698138528626,0.03428338265759492,1,1
7.8,0.22,85,-1.2652749367170422,0.04234798759388396,0,1
7.8,0.22,86,-1.2670760969852282,0.030870313792022118,1,1
7.8,0.22,87,-1.3343180707119635,0.03431994262972084,0,1
7.8,0.22,88,-1.2931531299190242,0.027517923292073383,0,1
7.8,0.22,89,-1.2722611727648956,0.030929771813552387,1,1
7.8,0.22,90,-1.2868571813690854,0.02870435221526884,1,1
7.8,0.22,91,-1.3405695364541876,0.03559387934348357,0,1
7.8,0.22,92,-1.3239961575748946,0.02159566383062936,0,1
7.8,0.22,93,-1.3062758220639927,0.04093567204296303,0,1
7.8,0.22,94,-1.28141664257409,0.04035215534423981,0,1
7.8,0.22,95,-1.242216438589832,0.022391765746637232,1,1
7.8,0.22,96,-1.2494064673702323,0.04758727053765492,1,1
7.8,0.22,97,-1.3437591286369415,0.04028021616145643,0,1
7.8,0.22,98,-1.3335003660313465,0.03155035945834668,0,1
7.8,0.22,99,-1.249132930912979,0.032067388735897234,1,1
11.7,0.18,0,-1.3585773499922489,0.029062668475021473,0,1
11.7,0.18,1,-1.3770739263040266,0.03163844891094776,0,1
11.7,0.18,2,-1.3278811329723514,0.016846847985946448,0,1
11.7,0.18,3,-1.3394529416853511,0.007908607799573095,0,1
11.7,0.18,4,-1.38104339296473,0.024920896706766376,0,1
11.7,0.18,5,-1.3386541213286747,0.01947922521877687,0,1
11.7,0.18,6,-1.357884210540906,0.026635285061500157,0,1
11.7,0.18,7,-1.38928742517075,0.04741486485964247,0,1
11.7,0.18,8,-1.4097629954506754,0.027283027410269983,0,1
11.7,0.18,9,-1.38566349105753,0.030546304334134546,0,1
11.7,0.18,10,-1.325008086301199,0.025777139760584013,0,1
11.7,0.18,11,-1.3876336290737306,0.028601976680948327,0,1
11.7,0.18,12,-1.4075393882430767,0.04193011502827404,0,1
11.7,0.18,13,-1.3776801803822234,0.015093632678046011,0,1
11.7,0.18,14,-1.3609947392158421,0.01621237869334213,0,1
11.7,0.18,15,-1.4328229162160024,0.042208329014783656,0,1
11.7,0.18,16,-1.429355100432315,0.046962002671510045,0,1
11.7,0.18,17,-1.3691518449408973,0.02349713113038743,0,1
11.7,0.18,18,-1.3336891741638133,0.046478374871371284,0,1
11.7,0.18,19,-1.3621404640907901,0.03653510861001304,0,1
11.7,0.18,20,-1.450113811983848,0.02768115272279533,0,1
11.7,0.18,21,-1.3368120585160164,0.027204655627510725,0,1
11.7,0.18,22,-1.379193000469476,0.030625018681926207,0,1
11.7,0.18,23,-1.381204584415547,0.040407505029828206,0,1
11.7,0.18,24,-1.365016552717942,0.01884927101714274,0,1
