scenario,KG_mM,alpha,trial,mean_score,score_se,naive_score_se,baseline_correlation,rejected,valid_fit
ideal,7.8,0.17,23,-1.5168449486991251,0.01682195500126526,0.01424896791433933,0.4951738132148928,0,1
ideal,7.8,0.17,24,-1.5305778983419769,0.027451606298605113,0.024253157673164518,0.3004467272099426,0,1
ideal,7.8,0.17,25,-1.5304988371945147,0.02401722749887324,0.02029045196555892,0.4220824754184297,0,1
ideal,7.8,0.17,26,-1.5721392174142832,0.01830283182906849,0.015690214365050092,0.36486202327016504,0,1
ideal,7.8,0.17,27,-1.5252243343810579,0.014843251826586395,0.01429722414260569,0.08213675084902888,0,1
ideal,7.8,0.17,28,-1.5382740856462438,0.01985353214850178,0.016424213567714258,0.521675615083994,0,1
ideal,7.8,0.17,29,-1.519642088204415,0.02316056386832598,0.020372353617251548,0.2924586387721699,0,1
ideal,7.8,0.17,30,-1.541193713599852,0.011265120531593247,0.012443861439668764,-0.18239313437525329,0,1
ideal,7.8,0.17,31,-1.5348654139817897,0.019787313787390477,0.017663164685707333,0.2770325420902989,0,1
ideal,7.8,0.17,32,-1.5107515958139681,0.025307783672320297,0.02004135093972598,0.7255708250695393,0,1
ideal,7.8,0.17,33,-1.5445207894761799,0.02264353835915483,0.018148961477527457,0.6095134274548712,0,1
ideal,7.8,0.17,34,-1.509022193866854,0.014829258872614826,0.014398106857373224,0.07037329708614418,0,1
ideal,7.8,0.17,35,-1.4919103598503,0.020646326049863797,0.018156562393570188,0.3572741620008853,0,1
ideal,7.8,0.17,36,-1.5555109422451512,0.013837082783885145,0.015622222904708593,-0.21596369614194877,0,1
ideal,7.8,0.17,37,-1.4869961828957643,0.02502315385483994,0.019617698908793047,0.6423313077490126,0,1
ideal,7.8,0.17,38,-1.5282485315092753,0.019166316467002332,0.014497843423021975,0.8256628964368461,0,1
ideal,7.8,0.17,39,-1.5328712315814874,0.018850548528114196,0.01616270141997036,0.37953558087540545,0,1
ideal,7.8,0.17,40,-1.4888513941376984,0.014852906934698496,0.01370831015742982,0.18143286685084628,0,1
ideal,7.8,0.17,41,-1.535592703996277,0.02233273232217172,0.02147633803480504,0.08135779750120074,0,1
ideal,7.8,0.17,42,-1.522647422226135,0.02199264897333207,0.01903046129467246,0.35652615563359547,0,1
ideal,7.8,0.17,43,-1.5067969528317073,0.020967849304421148,0.01864867279235743,0.2646541119584248,0,1
ideal,7.8,0.17,44,-1.5683121503768722,0.016152405361139037,0.014792017149887478,0.20358931027045488,0,1
ideal,7.8,0.17,45,-1.5493808660575141,0.022942962260242727,0.017528873490426644,0.7636888322264676,0,1
ideal,7.8,0.17,46,-1.5045167654217517,0.013757862692068587,0.011321758428162056,0.48010761401046126,0,1
ideal,7.8,0.17,47,-1.497381081354042,0.027003144976881742,0.02044745381318609,0.7441244205120733,0,1
ideal,7.8,0.17,48,-1.531962162483139,0.025839544851692795,0.02006932262632253,0.6576996230078823,0,1
ideal,7.8,0.17,49,-1.5252817093110072,0.015026818077153946,0.014916280572692812,0.014906073547172043,0,1
ideal,7.8,0.17,50,-1.5213986190650446,0.014229024848936336,0.011839887428598095,0.4627038683125956,0,1
ideal,7.8,0.17,51,-1.4978416341362935,0.01827198099703447,0.015461197171643314,0.45362896882872283,0,1
ideal,7.8,0.17,52,-1.511311108585013,0.025675968073966535,0.02075385238399609,0.5843440756188479,0,1
ideal,7.8,0.17,53,-1.5317980031156553,0.014640807560738255,0.014521341835281549,0.017791923200102037,0,1
ideal,7.8,0.17,54,-1.5195809465366623,0.021917908938285744,0.019619418252266513,0.24833782642890984,0,1
ideal,7.8,0.17,55,-1.528420030587183,0.020122647311922554,0.019432632931315117,0.07292713577565818,0,1
ideal,7.8,0.17,56,-1.5261315998325158,0.016316065013850786,0.014305746300554652,0.3179529707035251,0,1
ideal,7.8,0.17,57,-1.549744627218662,0.023686991759312274,0.021226999432127386,0.25911674125014117,0,1
ideal,7.8,0.17,58,-1.494340467319494,0.023475429484637843,0.019613133126709946,0.4453920598490074,0,1
ideal,7.8,0.17,59,-1.5210023254761031,0.012065349991097006,0.014438717040658132,-0.31678336825929576,0,1
ideal,7.8,0.17,60,-1.5041423892963426,0.015790435277109615,0.014522620747039923,0.18225819239773094,0,1
ideal,7.8,0.17,61,-1.5169124544398673,0.02254564892518498,0.01656068335726904,0.8588148431098274,0,1
ideal,7.8,0.17,62,-1.510544057721873,0.02193228864304615,0.01720530420506674,0.6307997368705418,0,1
ideal,7.8,0.17,63,-1.5019662159868623,0.015669597573332607,0.016763554734384723,-0.1295686393904182,0,1
ideal,7.8,0.17,64,-1.5443836902055743,0.009132046013305768,0.009336083013668001,-0.05234774366216329,0,1
ideal,7.8,0.17,65,-1.5401235170350591,0.016775981202513317,0.014993205370519567,0.2524240886010166,0,1
ideal,7.8,0.17,66,-1.5194711061984814,0.015388878590644703,0.017072359868633608,-0.24702507221867667,0,1
ideal,7.8,0.17,67,-1.4985581466191962,0.020877002131554336,0.019825252304213004,0.11026506710172845,0,1
ideal,7.8,0.17,68,-1.5042308181667448,0.02067649892503197,0.01821082334096257,0.29593179423214017,0,1
ideal,7.8,0.17,69,-1.5185781777568876,0.027192607360474647,0.021511213999339775,0.6794578593785986,0,1
ideal,7.8,0.17,70,-1.5335655124014207,0.01832289960265111,0.015060421686499676,0.48593591833917993,0,1
ideal,7.8,0.17,71,-1.5177017752094633,0.030126582608785587,0.022576879103819177,0.846979943217672,0,1
ideal,7.8,0.17,72,-1.549101833542532,0.020722950541416745,0.016990478858251196,0.5046849185024149,0,1
ideal,7.8,0.17,73,-1.4793997762426465,0.016436625568218823,0.016508936618457773,-0.009551532199525602,0,1
ideal,7.8,0.17,74,-1.5007827277841033,0.01911227984787494,0.01594956619359035,0.6917678942326919,0,1
ideal,7.8,0.17,75,-1.5140445726985954,0.020050813639611097,0.018973767775765833,0.14137817600339173,0,1
ideal,7.8,0.17,76,-1.5279971226394773,0.01232515469286496,0.014067079741928544,-0.29571258671772466,0,1
ideal,7.8,0.17,77,-1.5299703481639388,0.02391192505350787,0.020326649290241604,0.40544618539447724,0,1
ideal,7.8,0.17,78,-1.4970194512760588,0.021698376865337946,0.01945964167928352,0.247173704339088,0,1
ideal,7.8,0.17,79,-1.4890821892815782,0.021566942107428804,0.017203823638445265,0.611907380915549,0,1
ideal,7.8,0.17,80,-1.5200920994017602,0.02274121037573098,0.018368163532808575,0.5419345248298941,0,1
ideal,7.8,0.17,81,-1.544709883736494,0.02264101693623313,0.01970407970950772,0.3203298299542835,0,1
ideal,7.8,0.17,82,-1.5260506875627282,0.014480741287741097,0.016300251762783956,-0.21962458366764362,0,1
ideal,7.8,0.17,83,-1.5057316307469821,0.014353014017992601,0.011469502933841212,0.5736916967967278,0,1
ideal,7.8,0.17,84,-1.5503992380815337,0.017749053027017247,0.014161297106660531,0.574651748383947,0,1
ideal,7.8,0.17,85,-1.5320514388689328,0.017335890581841217,0.017028732242823096,0.04073043455624587,0,1
ideal,7.8,0.17,86,-1.502498211408457,0.028069141256467686,0.02314049573700811,0.6446129976981061,0,1
ideal,7.8,0.17,87,-1.5373446765329946,0.023069746670000724,0.019049721016941582,0.4678425301356659,0,1
ideal,7.8,0.17,88,-1.507334430102011,0.015292161039614591,0.01500495563790277,0.039170002585565494,0,1
ideal,7.8,0.17,89,-1.5536649573131096,0.018536141884541894,0.01855030572151261,-0.0018185884655360282,0,1
ideal,7.8,0.17,90,-1.4938032019414131,0.02092243387679316,0.01724651969083616,0.4720111946617818,0,1
ideal,7.8,0.17,91,-1.5197034775979157,0.02098438621356572,0.0180936466397226,0.3475365868956313,0,1
ideal,7.8,0.17,92,-1.5249412804126778,0.014839145850438025,0.018483407469970164,-0.36462132158468724,0,1
ideal,7.8,0.17,93,-1.517014818740611,0.0163356962133465,0.01387151144780803,0.4597845386638757,0,1
ideal,7.8,0.17,94,-1.5159482835267288,0.02765683616105517,0.021232969859477785,0.7768952503104006,0,1
ideal,7.8,0.17,95,-1.5283212851474797,0.025735528922953964,0.021467606461359968,0.45856854870560515,0,1
ideal,7.8,0.17,96,-1.5313794892414045,0.015168876191831819,0.01445670538530194,0.10101436953796512,0,1
ideal,7.8,0.17,97,-1.498080221758325,0.027764327170619052,0.021135001301476386,0.749466633719359,0,1
ideal,7.8,0.17,98,-1.5053435559869954,0.027453444034116464,0.022171367311589262,0.5340457248878799,0,1
ideal,7.8,0.17,99,-1.531138180321985,0.02274447418092706,0.018668955246308044,0.4902168119134776,0,1
ideal,7.8,0.25,0,-1.16121204074601,0.030621860315549768,0.023090762846533913,0.7810993904228093,1,1
ideal,7.8,0.25,1,-1.1283734062979578,0.009515967332873567,0.014487133148342997,-0.5865938295131197,1,1
ideal,7.8,0.25,2,-1.136824770710892,0.026500016681391684,0.01923890989135154,0.9000834794537839,1,1
ideal,7.8,0.25,3,-1.1384950280807498,0.016635169986660075,0.014545548473901184,0.3090787361241162,1,1
ideal,7.8,0.25,4,-1.171821613296094,0.026199070481074654,0.021952757995522786,0.43741331559683877,1,1
ideal,7.8,0.25,5,-1.1524637359947913,0.016077469189760673,0.013631911198302172,0.3914536778437182,1,1
ideal,7.8,0.25,6,-1.15112153889864,0.011678850595899345,0.014441216546174827,-0.40452590173156283,1,1
ideal,7.8,0.25,7,-1.1245891259541398,0.013718369728110705,0.014371168437887695,-0.09252540756603894,1,1
ideal,7.8,0.25,8,-1.1698214305313517,0.015864773504295982,0.014607037595253513,0.17978303333145224,1,1
ideal,7.8,0.25,9,-1.1639852643581006,0.018162653439832768,0.015026492987544075,0.5182318877741355,1,1
ideal,7.8,0.25,10,-1.165900492542543,0.013493097599902568,0.011093525472508633,0.5127085515103694,1,1
ideal,7.8,0.25,11,-1.170343643618183,0.01726795799786066,0.01585875844396925,0.2085538908849566,1,1
ideal,7.8,0.25,12,-1.1556903114566481,0.014168691682455008,0.014150164226495362,0.002627200033016467,1,1
ideal,7.8,0.25,13,-1.1360157501763593,0.031108084362031285,0.02458772177519599,0.603939039286941,1,1
ideal,7.8,0.25,14,-1.1565796366005467,0.014293177563695136,0.013540000352279556,0.11470070193580473,1,1
ideal,7.8,0.25,15,-1.1338346452980974,0.01457223568315727,0.015253524958498974,-0.08853624836565452,1,1
ideal,7.8,0.25,16,-1.1763286969031175,0.02466884360511315,0.018790790665804972,0.7259323790680255,1,1
ideal,7.8,0.25,17,-1.1679254501790428,0.019053317675299455,0.015854297596322977,0.44485460453320547,1,1
ideal,7.8,0.25,18,-1.1662651542866382,0.02631531636652039,0.019699088590188703,0.7859963167125683,1,1
ideal,7.8,0.25,19,-1.1650661074808184,0.018685277766093477,0.01490345447530376,0.5822072178832288,1,1
ideal,7.8,0.25,20,-1.1689340774925063,0.025494247269231645,0.02085926534939247,0.6255279278512446,1,1
ideal,7.8,0.25,21,-1.1631590488085697,0.017376850076430125,0.014136229648602361,0.5605504861265199,1,1
ideal,7.8,0.25,22,-1.1627232750848904,0.016790670323409373,0.01418361176459862,0.41475304224781434,1,1
ideal,7.8,0.25,23,-1.1582177042357582,0.02923861505123044,0.02256213888966107,0.7533021637352312,1,1
ideal,7.8,0.25,24,-1.154183333452639,0.014595594374335549,0.01209399923833796,0.45723028723355164,1,1
ideal,7.8,0.25,25,-1.1297950546607578,0.014701457593109696,0.01154310476923977,0.633891615956692,1,1
ideal,7.8,0.25,26,-1.1620110812345543,0.021269421203000828,0.02021677236275342,0.11164130163027022,1,1
ideal,7.8,0.25,27,-1.1426473783149642,0.016342461599928224,0.01772161358961474,-0.14968840749449575,1,1
ideal,7.8,0.25,28,-1.1514025230265394,0.012030509082702935,0.010771762962104144,0.2502368689857161,1,1
ideal,7.8,0.25,29,-1.1553995820107503,0.016893384161889555,0.017821568541142103,-0.13278886840801954,1,1
ideal,7.8,0.25,30,-1.1259289546401363,0.017457334411105082,0.013337669750751435,0.7527471360585893,1,1
ideal,7.8,0.25,31,-1.1622476487137487,0.01025822269504966,0.010356005135918691,-0.018798319613810222,1,1
ideal,7.8,0.25,32,-1.1478217740610512,0.02366688942142603,0.017683233878008797,0.8134227519750594,1,1
ideal,7.8,0.25,33,-1.1940745261655052,0.020307145709370835,0.017633563976894293,0.3655763342272495,1,1
ideal,7.8,0.25,34,-1.150024116248439,0.022652964977418977,0.020083996311113822,0.27247030150691737,1,1
ideal,7.8,0.25,35,-1.1739422141769167,0.016864165924835042,0.012976060520786096,0.7383980646412979,1,1
ideal,7.8,0.25,36,-1.1611014195364449,0.021998385208891108,0.017204716245287736,0.6348913196403657,1,1
ideal,7.8,0.25,37,-1.1677175399719508,0.02010277265739066,0.018555115525855318,0.17484645710683958,1,1
ideal,7.8,0.25,38,-1.1323572759689584,0.014548130213248777,0.012446508006341377,0.4422938414711025,1,1
ideal,7.8,0.25,39,-1.150412603053149,0.0165911282320747,0.014917181878558412,0.2523109242246578,1,1
ideal,7.8,0.25,40,-1.1823105957886688,0.018666964242954658,0.016617398859353375,0.2635372733096746,1,1
ideal,7.8,0.25,41,-1.1620749384641123,0.01574554796513692,0.014507012540256109,0.2019593621560609,1,1
ideal,7.8,0.25,42,-1.1977100767847983,0.026918389626356107,0.020153492338289537,0.8953793041067462,1,1
ideal,7.8,0.25,43,-1.156829660988599,0.014115027365939043,0.013367569486785124,0.15010098768249178,1,1
ideal,7.8,0.25,44,-1.1831225167326758,0.024155148372494273,0.02007025189248426,0.5667481661532199,1,1
ideal,7.8,0.25,45,-1.1311598644139602,0.02455666440250731,0.021316696704467994,0.33008717555056105,1,1
ideal,7.8,0.25,46,-1.1635268750230896,0.018394038514004934,0.014712017315593665,0.5640677796437453,1,1
ideal,7.8,0.25,47,-1.1309150978825153,0.021501055588138494,0.01704512171432523,0.5911858121223599,1,1
ideal,7.8,0.25,48,-1.182592956427404,0.018369967483329298,0.016336812955721012,0.35240135330572375,1,1
ideal,7.8,0.25,49,-1.1554160803986846,0.018548632988693546,0.016454405134651115,0.30160009441109914,1,1
ideal,7.8,0.25,50,-1.1441545823692185,0.025675976966040914,0.019874693522858235,0.6846502808677167,1,1
ideal,7.8,0.25,51,-1.1500169060418444,0.023612211292243508,0.01845647479559568,0.6375295166031172,1,1
ideal,7.8,0.25,52,-1.1467342028843184,0.0223763721585534,0.01745722334014214,0.6429920163494958,1,1
ideal,7.8,0.25,53,-1.1787667618293103,0.015184906651430956,0.017126181805267666,-0.21902857641884002,1,1
ideal,7.8,0.25,54,-1.185815653846692,0.03669853621889141,0.028157187410303798,0.6987095105753064,1,1
ideal,7.8,0.25,55,-1.1455087570391609,0.020208246443412025,0.01870818313919619,0.2154039892080728,1,1
ideal,7.8,0.25,56,-1.1490141761417716,0.01803041562916338,0.0141898709623841,0.658939867049633,1,1
ideal,7.8,0.25,57,-1.1406938557838278,0.01198993748784278,0.013173334712571092,-0.17940587680011838,1,1
ideal,7.8,0.25,58,-1.1382641522927015,0.016964059779635395,0.017112020600943082,-0.01726580212199592,1,1
ideal,7.8,0.25,59,-1.1862789459110192,0.0166408372687647,0.015683831501188076,0.15582836220255283,1,1
ideal,7.8,0.25,60,-1.194463263029717,0.018946725167166955,0.01589181026022999,0.42328242939641253,1,1
ideal,7.8,0.25,61,-1.1499276962724427,0.02199683472844062,0.017582198992867837,0.5750167838797655,1,1
ideal,7.8,0.25,62,-1.1862453427795592,0.02385147913076659,0.019301067561671527,0.5272083794913932,1,1
ideal,7.8,0.25,63,-1.1773102210675663,0.019957176639189448,0.019403172185993765,0.058862139767247586,1,1
ideal,7.8,0.25,64,-1.129684615330261,0.014663894834733791,0.017919300028937147,-0.4203942696393303,1,1
ideal,7.8,0.25,65,-1.1918192254290663,0.01949487293853988,0.015499698404035008,0.5970096875114141,1,1
ideal,7.8,0.25,66,-1.1569661116788867,0.015775915366095277,0.01318357992024892,0.43255215202542613,1,1
ideal,7.8,0.25,67,-1.116375300811751,0.01715099559440102,0.018999417946801683,-0.1961502489763182,1,1
ideal,7.8,0.25,68,-1.1658940214313782,0.02765561122155147,0.022550332243599557,0.5282040794657793,1,1
ideal,7.8,0.25,69,-1.1783351999339544,0.01786047943312128,0.015101394209856773,0.4077187000228304,1,1
ideal,7.8,0.25,70,-1.1568117742446846,0.019560791954785554,0.015486788968238446,0.6156347487493582,1,1
ideal,7.8,0.25,71,-1.174243624464355,0.01848662538312485,0.014742616592673405,0.5762862966672073,1,1
ideal,7.8,0.25,72,-1.1519459942798038,0.016142654521472868,0.013932249360140094,0.3445046962965682,1,1
ideal,7.8,0.25,73,-1.1548395853755966,0.010501145815367352,0.014123125222387888,-0.4471498196344451,1,1
ideal,7.8,0.25,74,-1.1499554328804598,0.0156707862255266,0.01764752197176668,-0.21661617892990898,1,1
ideal,7.8,0.25,75,-1.156068557323148,0.025110016960810635,0.02170159295134785,0.34710393828672287,1,1
ideal,7.8,0.25,76,-1.143238413727424,0.0183262574952262,0.01701116407742229,0.20730495298597618,1,1
ideal,7.8,0.25,77,-1.1771406204056736,0.017382570992087027,0.01533619447594797,0.29272670033600867,1,1
ideal,7.8,0.25,78,-1.1450305062476072,0.009612383509454814,0.01217193650686665,-0.5216090550282261,1,1
ideal,7.8,0.25,79,-1.1519494628155906,0.015427978557716864,0.015978512721190948,-0.0706425854171848,1,1
ideal,7.8,0.25,80,-1.1812501143124674,0.015528095107665067,0.012136392691157724,0.6440017243803828,1,1
ideal,7.8,0.25,81,-1.1886377811556066,0.014987183773821664,0.01337369580595254,0.2559363617385591,1,1
ideal,7.8,0.25,82,-1.172378515984683,0.020772779690927074,0.01762841703814662,0.3948956683695062,1,1
ideal,7.8,0.25,83,-1.1764498519935767,0.017241867580258814,0.013592498238382605,0.6786625980576163,1,1
ideal,7.8,0.25,84,-1.1816460386947378,0.021226316056851,0.016797029107213812,0.6486238518009767,1,1
ideal,7.8,0.25,85,-1.1437750551857546,0.02077081761847843,0.01675800735580078,0.5907550582318827,1,1
ideal,7.8,0.25,86,-1.1421634416658355,0.0145983856051796,0.013551261832052519,0.1662613488731702,1,1
ideal,7.8,0.25,87,-1.1627888813770308,0.019580890765413913,0.015130175563103936,0.7329352885499791,1,1
ideal,7.8,0.25,88,-1.177390958936195,0.01550216071928198,0.014747465035506498,0.11631189369912134,1,1
ideal,7.8,0.25,89,-1.1612811087796355,0.02755526992717808,0.022490342850650203,0.537907129893385,1,1
ideal,7.8,0.25,90,-1.1392575905518374,0.015459902947426232,0.01527084356547847,0.02820047823336919,1,1
ideal,7.8,0.25,91,-1.1339954277119886,0.01514642080106555,0.016147738081320032,-0.1520083952303731,1,1
ideal,7.8,0.25,92,-1.1700811817389247,0.01807675432356653,0.01660684667627116,0.1867959842633744,1,1
ideal,7.8,0.25,93,-1.131827264607642,0.022544351453242493,0.020440054906252746,0.2373462423765038,1,1
ideal,7.8,0.25,94,-1.1526411524594877,0.019103659633444327,0.013793706453227313,0.9491707141464164,1,1
ideal,7.8,0.25,95,-1.1427789654066707,0.025723294279852888,0.019325710563089744,0.7849856956554665,1,1
ideal,7.8,0.25,96,-1.1534457556949598,0.021317375501717445,0.01879677317904673,0.28625063392805755,1,1
ideal,7.8,0.25,97,-1.148247895497585,0.019637355151352252,0.015873800485876322,0.5604527073630827,1,1
ideal,7.8,0.25,98,-1.1544524178698699,0.02429520180865872,0.0208551547435688,0.3726202561592041,1,1
ideal,7.8,0.25,99,-1.1319709945565601,0.019116041234400596,0.016625438465364458,0.32482595407437426,1,1
ideal,7.8,0.34,0,-0.8879218531912256,0.01569052941060672,0.012588498662094376,0.5551967702390972,1,1
ideal,7.8,0.34,1,-0.8886418502304334,0.01654715060437949,0.014949377171003943,0.2289889316841714,1,1
ideal,7.8,0.34,2,-0.8647160137452521,0.019800387172799336,0.01657316733712326,0.4278001598200773,1,1
ideal,7.8,0.34,3,-0.9069832048428532,0.014261478649777604,0.013106253363930247,0.2587457514551025,1,1
ideal,7.8,0.34,4,-0.8606728883671737,0.01589590177318144,0.012564032505461434,0.6233627246294816,1,1
ideal,7.8,0.34,5,-0.851507704042976,0.025481293784500144,0.01935683569230746,0.735326097062314,1,1
ideal,7.8,0.34,6,-0.9042259537082732,0.017564450658625618,0.014611485501892812,0.4452752697371309,1,1
ideal,7.8,0.34,7,-0.8662651610041288,0.020420488982528247,0.016799325367931956,0.4810789387236819,1,1
ideal,7.8,0.34,8,-0.8714329084589045,0.0245609162476086,0.020734711659588945,0.4935260927164974,1,1
ideal,7.8,0.34,9,-0.8867627309552324,0.020407952602070355,0.01728673062707449,0.40996171057368536,1,1
ideal,7.8,0.34,10,-0.9119692404231187,0.02160549775109391,0.01632171892853843,0.7527775913310432,1,1
ideal,7.8,0.34,11,-0.8859706343520263,0.013398674340066374,0.012380135250862026,0.19988340263881063,1,1
ideal,7.8,0.34,12,-0.9098067135598493,0.01128723611842797,0.0142645077003417,-0.3794436472560887,1,1
ideal,7.8,0.34,13,-0.9106467560408836,0.02662857730169448,0.01985202480075377,0.8011898346045123,1,1
ideal,7.8,0.34,14,-0.8904181852591836,0.024370751413002413,0.020861909467804373,0.3779852104812175,1,1
ideal,7.8,0.34,15,-0.919976126086351,0.017204186880771473,0.013910977351471145,0.740146484601441,1,1
ideal,7.8,0.34,16,-0.9038025378544033,0.03243241990752368,0.024167234255909286,0.8439645776080914,1,1
ideal,7.8,0.34,17,-0.9028021151203349,0.013792048153077465,0.01256486447543626,0.20528520746272524,1,1
ideal,7.8,0.34,18,-0.863386182992524,0.02091321964192275,0.015918297203517433,0.7492535143636955,1,1
ideal,7.8,0.34,19,-0.8566854919206143,0.00552418498979092,0.008746406705993094,-0.6065450959726061,1,1
ideal,7.8,0.34,20,-0.8777642744067639,0.02564091362030847,0.021250345507634834,0.4619050608047922,1,1
ideal,7.8,0.34,21,-0.8644848500581623,0.020188009171728083,0.016373496584819805,0.5470280826470221,1,1
ideal,7.8,0.34,22,-0.8714634777135777,0.017549599215916516,0.01709153044568543,0.05600425505294939,1,1
ideal,7.8,0.34,23,-0.8591838951909738,0.01685775749393685,0.01704363470922132,-0.021913268460598195,1,1
ideal,7.8,0.34,24,-0.8716627535468146,0.021589237997933813,0.016300557088399063,0.8113456918326293,1,1
ideal,7.8,0.34,25,-0.8854185718298906,0.02773094037906514,0.02167676003820355,0.6709527399558497,1,1
ideal,7.8,0.34,26,-0.8423792520716509,0.00831670832907212,0.010743456894806316,-0.4599426881542763,1,1
ideal,7.8,0.34,27,-0.8947693779463717,0.022452257407984386,0.017902144355894427,0.5742998537040066,1,1
ideal,7.8,0.34,28,-0.9039570630299761,0.01445026686178167,0.011857297814938371,0.48640040903647186,1,1
ideal,7.8,0.34,29,-0.8864810877061664,0.0246542232507587,0.021667560229992798,0.29832044928000045,1,1
ideal,7.8,0.34,30,-0.9024769588578707,0.01993297056825404,0.01677047364190465,0.41273588648897863,1,1
ideal,7.8,0.34,31,-0.8878553357278711,0.01120668941760532,0.014764274293726709,-0.47877678730658396,1,1
ideal,7.8,0.34,32,-0.8206776815029354,0.016623129263861277,0.014515754035873168,0.33420353137610315,1,1
ideal,7.8,0.34,33,-0.8844485099917698,0.014981113329337445,0.012433421532524592,0.45454805507525237,1,1
ideal,7.8,0.34,34,-0.9149111640905112,0.022109378823924393,0.016597602280556754,0.7759348641244554,1,1
ideal,7.8,0.34,35,-0.9113862085308416,0.013856842927167767,0.01289600043725648,0.1764205820906564,1,1
ideal,7.8,0.34,36,-0.8944673403230698,0.022736306521690668,0.019132843370222363,0.5010897257544614,1,1
ideal,7.8,0.34,37,-0.8921591271484928,0.025147947779776993,0.019929579320736676,0.6059008422310205,1,1
ideal,7.8,0.34,38,-0.8843390056144397,0.013586107051036581,0.011578429043116375,0.4337356160643288,1,1
ideal,7.8,0.34,39,-0.8941790540662782,0.02623155612529707,0.02101641894129208,0.6346211393065031,1,1
ideal,7.8,0.34,40,-0.8577769333574475,0.014638956220169731,0.013570800486613169,0.16904761559017664,1,1
ideal,7.8,0.34,41,-0.8783936806397965,0.013187326659731841,0.010743596118477923,0.5383526201724114,1,1
ideal,7.8,0.34,42,-0.917621033842918,0.02860014161488893,0.022189365968709494,0.7123862009254048,1,1
ideal,7.8,0.34,43,-0.8719717532080563,0.022962300607209104,0.017191110192320086,0.7950199782451085,1,1
ideal,7.8,0.34,44,-0.8638975526779304,0.022033389737546847,0.017917759905717742,0.5153965293700682,1,1
ideal,7.8,0.34,45,-0.8839341178804904,0.01943266249624255,0.01510987808802907,0.7050586213005969,1,1
ideal,7.8,0.34,46,-0.8465562006008984,0.02885692429316678,0.021724355193341614,0.8064582532939027,1,1
ideal,7.8,0.34,47,-0.867266170215532,0.019128338091914398,0.016716983806274927,0.3178486352561385,1,1
ideal,7.8,0.34,48,-0.906125825916431,0.020726364462059856,0.01732903215537459,0.4468767629928174,1,1
ideal,7.8,0.34,49,-0.8739147085866135,0.014360131658010858,0.010837181715182246,0.772675232091155,1,1
ideal,7.8,0.34,50,-0.9142761153561338,0.01991388165650461,0.0166874665475428,0.43052897826357106,1,1
ideal,7.8,0.34,51,-0.8626001029245989,0.01902360347501663,0.01669357431684573,0.2996056881418824,1,1
ideal,7.8,0.34,52,-0.8916928072449524,0.029109716018347345,0.02267870168192921,0.653848474367957,1,1
